course,episode,lesson,infinitive,part of speech,audio,japanese,example
Friends Season 1,6,2,a kook,n.,32 a kook.mp3,変わり者,"Monica: Okay. So I’m responsible. I’m organized. But hey, I can be {{c1::a kook::変わり者}}."
Friends Season 1,6,3,a part (in a production),n.,33 a part.mp3,役,Monica: What’s the {{c1::part::役}}?
Friends Season 1,6,3,out of order,expr.,34 out of order.mp3,(法廷において)不適切である,Joey: Can you believe this? Al Pacino! This guy was the reason I became an actor. “I’m {{c1::out of order::場違い}}? Yeah. You’re {{c1::out of order::場違い}}! This whole courtroom’s {{c1::out of order::場違い}}!”
Friends Season 1,6,3,a big break,n.,35 a big break.mp3,大きなチャンス,"Joey: Okay, okay fine. Make jokes, I don’t care. This is {{c1::a big break::大きなチャンス}} for me."
Friends Season 1,6,3,an opening,n.,36 an opening.mp3,開演,"Ross: You’re right, you’re right. It is. So, are you gonna invite us all to the big {{c1::opening::開演}}?"
Friends Season 1,6,3,moisturizer,n.,37 moisturizer.mp3,保湿剤,Joey: Here. I need to borrow some {{c1::moisturizer::保湿剤}}.
Friends Season 1,6,3,resentment,n.,38 resentment.mp3,恨み・腹立たしさ,"Rachel: Ooh, do I sense a bit of {{c1::resentment::恨み・腹立たしさ}}?"
Friends Season 1,6,3,to help (someone) with ,p.v.,39 help me with.mp3,〜を手伝う,"Chandler: So uh, Monica, can you {{c1::help::〜を手伝う}} me {{c1::with::}} the door?"
Friends Season 1,6,4,to lose (clothing),v.,40 lose.mp3,脱ぐ,Director: {{c1::Lose::脱ぐ}} the robe.
Friends Season 1,6,4,to clench,v.,41 clenching.mp3,締め付ける,"--Joey: I’m, I’m showering. --Director: No, that was {{c1::clenching::締め付ける}}."
Friends Season 1,6,4,the shot,n.,42 the shot.mp3,撮影,Director: I think his butt would like to get {{c1::the shot::撮影}} before lunch. Once again. Rolling. Water working. And...action. And...cut. What was that?
Friends Season 1,6,4,to go for (an effect),p.v.,43 going for.mp3,追求する・試みる,"Joey: I was {{c1::going for::追求する・試みる}} quiet desperation. But, if you have to ask…"
Friends Season 1,6,4,desperation,n.,44 desperation.mp3,絶望,"Joey: I was going for quiet {{c1::desperation::絶望}}. But, if you have to ask…"
Friends Season 1,6,4,fulfilled,adj.,45 fulfilled.mp3,満足する,"Chandler: Oh, so what you are saying is that you’re not completely {{c1::fulfilled::満足する}} by Rick, Ethan, and myself?"
Friends Season 1,6,4,obligated,adj.,46 obligated.mp3,義務を負う,"Aurora: Why can’t we just have what we have now? Why can’t we just talk, and laugh and make love without feeling {{c1::obligated::義務を負う}} to one another?"
Friends Season 1,6,4,to let (someone) finish (what they are saying),p.v.,47 let each other finish.mp3,最後まで言わせる,Chandler: I don’t know. I have to listen to both of them. They don’t exactly {{c1::let::最後まで言わせる}} each other {{c1::finish::}}.
Friends Season 1,6,4,to run (as in operate),v.,48 runs.mp3,コントロールする,"Chandler; Sorry, the first guy {{c1::runs::コントロールする}} the lips."
Friends Season 1,6,5,unattainable,adj.,49 unattainable.mp3,手の届かないほど,"Ross: Look at it this way—you dumped her! Right? I mean, this, this woman was unbelievably sexy, and beautiful, intelligent, {{c1::unattainable::手の届かないほど}}… Tell me why you did this again?"
Friends Season 1,6,5,disturbing,adj.,50 disturbing.mp3,不穏な,Chandler: There’s something so sweet and... {{c1::disturbing::不穏な}} about that.
Friends Season 1,6,5,crappy,adj.,51 crappy.mp3,ひどい,"Joey: You know, I’ve done nothing but {{c1::crappy::ひどい}} plays for six years. And I finally get my shot, and I blow it."
Friends Season 1,6,5,a shot,n.,52 shot my shot.mp3,チャンス,"Joey: You know, I’ve done nothing but crappy plays for six years. And I finally get my {{c1::shot::チャンス}}, and I blow it."
Friends Season 1,6,5,to blow it,expr.,53 blow it.mp3,台無しにする,"Joey: You know, I’ve done nothing but crappy plays for six years. And I finally get my shot, and I {{c1::blow it::台無しにする}}."
Friends Season 1,6,5,strewn about,expr.,54 strewn about.mp3,散らかっている,"Rachel: Really? Just, just casually {{c1::strewn about::まき散らす}} in that reckless haphazard manner?"
Friends Season 1,6,5,reckless,adj.,55 reckless.mp3,見境の無い,"Rachel: Really? Just, just casually strewn about in that {{c1::reckless::見境の無い}} haphazard manner?"
Friends Season 1,6,5,haphazard,adj.,56 haphazard.mp3,場当たり的な,"Rachel: Really? Just, just casually strewn about in that reckless {{c1::haphazard::場当たり的な}} manner?"
Friends Season 1,6,5,to prove (something about yourself),v.,57 prove.mp3,証明する,"Monica: If it bothers you that much, just go out and get the shoes. No, don’t do this. This is stupid. I don’t have to {{c1::prove::証明する}} anything."
Friends Season 1,7,1,to present (a show),v.,1 present.mp3,提供する,"Rachel: Everybody! Shh-Shh. Uh, Central Perk is proud to {{c1::present::開催する}} the music of Miss Phoebe Buffay!"
Friends Season 1,7,1,blackout/blacked out,n./adj.,2 blackout blacked out.mp3,停電,"Rachel: Wow, this is so cool you guys. The entire city’s {{c1::blacked out::停電している}}."
Friends Season 1,7,1,eligible,adj.,3 eligible.mp3,望ましい・適した,"Monica: Pants and a sweater. Why, Mom? Who’s am I gonna meet in a blackout? Power company guys? {{c1::Eligible::望ましい・適した}} looters? Uh, can we talk about this later?"
Friends Season 1,7,1,a vestibule,n.,4 vestibule.mp3,玄関ホール,"Chandler: She’s right. It’s Jill. Jill Goodacre. Oh my God! I am trapped in an ATM {{c1::vestibule::玄関ホール}} with Jill Goodacre. Is it a vestibule? Maybe it’s an atrium. Oh yeah, that is the part to focus on, you idiot."
Friends Season 1,7,1,an atrium,n.,5 an atrium.mp3,ビルの吹き抜けの空間,"Chandler: She’s right. It’s Jill. Jill Goodacre. Oh my God! I am trapped in an ATM vestibule with Jill Goodacre. Is it a vestibule? Maybe it’s {{c1::an atrium::ビルの吹き抜けの空間}}. Oh yeah, that is the part to focus on, you idiot."
Friends Season 1,7,1,to go with (when making a decision),p.v.,6 going with.mp3,同意する (〜でいく),"Chandler: Jill says ""vestibule."" I’m {{c1::going with::〜に同意する/〜でいく}} ""vestibule."""
Friends Season 1,7,1,to officiate,v.,7 officiating.mp3,儀式を仕切る,Ross: And {{c1::officiating::儀式を仕切っている}} at tonight’s blackout is Rabbi Tribbiani.
Friends Season 1,7,2,to make contact,p.v.,8 make contact.mp3,接点を作る,Chandler: Alright! Alright! Alright! It’s been 14 and half minutes and you still have not said one word. Oh God! Do something. Just {{c1::make contact::接点を作る}}. Smile! There you go... You’re definitely scaring her.
Friends Season 1,7,2,a pool table,n.,9 a pool table.mp3,ビリヤード台,"Monica: Um, senior year of college on a {{c1::pool table::ビリヤード台}}."
Friends Season 1,7,2,the women's room,n.,10 the womens room.mp3,女性用トイレ,"Joey: Okay, okay. My weirdest place would have to be {{c1::the women’s room::女性用トイレ}} on the second floor of the New York City Public Library."
Friends Season 1,7,2,mechanical,adj.,11 mechanical.mp3,機械の,"Ross: And the ride broke down, so Carol and I went behind a couple of those {{c1::mechanical::機械の}} Dutch children. "
Friends Season 1,7,2,the foot of,n.,12 the foot of.mp3,ベッドの足の方,"Rachel: Alright. Uh, the weirdest place would have to be, oh, {{c1::the foot of::ベッドの足の方}} the bed."
Friends Season 1,7,2,to have (someone),v.,13 have.mp3,〜と寝る,"Rachel: I’ve just never had a relationship with that kind of passion. You know, where, where you have to {{c1::have::寝る}} somebody right there in the middle of a theme park."
Friends Season 1,7,2,miniature golf,n.,14 miniature golf.mp3,ミニチュアゴルフ,"Rachel: See? I mean, Barry wouldn’t even kiss me on a {{c1::miniature golf::ミニチュアゴルフ}} course."
Friends Season 1,7,2,to hold up,p.v.,15 holding up.mp3,遅らせる,Rachel: No. He said we were {{c1::holding up::遅らせていた}} the people behind us.
Friends Season 1,7,2,overrated,adj.,16 overrated.mp3,過大評価されている,"Ross: But, but you know. I’ll tell you something. Passion is way {{c1::overrated::過大評価されている}}."
Friends Season 1,7,2,to burn out,p.v.,17 burns out.mp3,燃え尽きる,"Ross: It is. I mean, eventually, it kind of {{c1::burns out::燃え尽きる}}."
Friends Season 1,7,3,to make a move (on),p.v.,18 make your move.mp3,〜を口説く,Joey: Because you waited too long to {{c1::make::口説く}} your {{c1::move::}} and now you’re in “The Friend Zone.”
Friends Season 1,7,3,to lay the groundwork,p.v.,19 laying the groundwork.mp3,基礎を作る,"Ross: Look, I’m taking my time, alright? I’m-I’m-I’m {{c1::laying the groundwork::基礎を作っている}}. Yeah, and every day I get a little bit closer to uh..."
Friends Season 1,7,3,priesthood,n.,20 priesthood.mp3,司祭職,"Joey: {{c1::Priesthood::司祭職}}! Look, Ross, I’m telling you. She has no idea what you’re thinking. And if you don’t ask her out soon, you’re gonna end up stuck in the Zone forever."
Friends Season 1,7,3,to mess (someone) up,p.v.,21 messing you up.mp3,うろたえさせる,"Joey: Duh...! What’s {{c1::messing::うろたえさせる}} you {{c1::up::}}? The wine? The candles? The moonlight? Huh? You just gotta go up to her and say “Look, Rachel, I think—”"
Friends Season 1,7,3,to shush,v.,22 shushing.mp3,静かにと言う,Rachel: What are we {{c1::shushing::静かにと言っている}}?
Friends Season 1,7,3,mangled,adj.,23 mangled.mp3,ズタズタにする,"Chandler: Oh then, no thanks. What the hell was that? Mental Note: If Jill Goodacre offers you gum, you take it! If she offers you {{c1::mangled::ズタズタにした}} animal carcass, you take it!"
Friends Season 1,7,3,a carcass,n.,24 carcass.mp3,(動物の) 死体,"Chandler: Oh then, no thanks. What the hell was that? Mental Note: If Jill Goodacre offers you gum, you take it! If she offers you mangled animal {{c1::carcass::(動物の) 死体}}, you take it!"
Friends Season 1,7,3,typical,adj.,25 typical.mp3,典型的,Phoebe: This is so {{c1::typical::典型的}}. I’m always the last one to know everything.
Friends Season 1,7,3,a peacock,n.,26 the peacock.mp3,クジャク,Phoebe: Yuh-huh! I was the last one to know when Chandler got bit by the {{c1::peacock::クジャク}} at the zoo. I was the last one to know when you had a crush on Joey when he was moving in.
Friends Season 1,7,3,to move in,p.v.,27 moving in.mp3,引っ越す,Phoebe: Yuh-huh! I was the last one to know when Chandler got bit by the peacock at the zoo. I was the last one to know when you had a crush on Joey when he was {{c1::moving in::引っ越してきていた}}.
Friends Season 1,7,3,second to last,expr.,28 second to last.mp3,最後から2人目,"Pheobe: Ohh, looks like I was the {{c1::second to last::最後から2人目}}."
Friends Season 1,7,4,wax,n.,29 wax.mp3,ロウ,"--Ross: Ow. Ow. --Joey: Sorry, that was {{c1::wax::ロウ}}."
Friends Season 1,7,4,to trample,v.,30 trampled.mp3,踏みつける,Rachel: During a blackout? She’ll get {{c1::trampled::踏みつける}}.
Friends Season 1,7,4,on second thought,expr.,31 on second thought.mp3,よく考えてみると,"Chandler: You know, {{c1::on second thought::よく考えてみると}}, gum would be perfection."
Friends Season 1,7,4,perfection,n.,32 perfection.mp3,完璧なもの,"Chandler: You know, on second thought, gum would be {{c1::perfection::完璧なもの}}."
Friends Season 1,7,4,to loathe,v.,33 loathe.mp3,ひどく嫌う,"Chandler: Could’ve said gum would be nice. Could’ve said I’ll have a stick. But no-no-no-no-no. For me, gum is “perfection.” I {{c1::loathe::ひどく嫌う}} myself."
Friends Season 1,7,4,living things,n.,34 living things.mp3,生き物,"Rachel: Oh, no. The Mellmans. They hate all {{c1::living things::生き物}}, right?"
Friends Season 1,7,4,the owner (of a pet),n.,35 the owner.mp3,飼い主,"Rachel: Hi. We, we just found this cat, and we’re looking for {{c1::the owner::飼い主}}."
Friends Season 1,7,4,to look all over,p.v.,36 looked all over.mp3,くまなく探し回る,Phoebe: Alright. I {{c1::looked all over::くまなく探し回った}} the building and I couldn’t find the kitty anywhere.
Friends Season 1,7,4,to blow a bubble,p.v.,37 blow a bubble.mp3,風船ガムを作る,"Chandler: All right, okay. What next? {{c1::Blow a bubble::風船ガムを作る}}. A {{c1::bubble::風船ガム}}’s good. It’s got uhh, boyish charm. It’s impish. Here we go. Nice going, imp."
Friends Season 1,7,4,boyish charm,n.,38 boyish charm.mp3,男の子らしい魅力,"Chandler: All right, okay. What next? Blow a bubble. A bubble’s good. It’s got uhh, {{c1::boyish charm::男の子らしい魅力}}. It’s impish. Here we go. Nice going, imp."
Friends Season 1,7,4,impish,adj.,39 impish.mp3,茶目っ気のある,"Chandler: All right, okay. What next? Blow a bubble. A bubble’s good. It’s got uhh, boyish charm. It’s {{c1::impish::茶目っ気のある}}. Here we go. Nice going, imp."
Friends Season 1,7,4,imp,adj.,40 imp.mp3,いたずらっ子・小鬼,"Chandler: All right, okay. What next? Blow a bubble. A bubble’s good. It’s got uhh, boyish charm. It’s impish. Here we go. Nice going, {{c1::imp::いたずらっ子・小鬼}}."
Friends Season 1,7,4,to reach over,p.v.,41 reach over.mp3,手を伸ばす,"Chandler: Okay, okay, it’s okay. All I need to do is {{c1::reach over::手を伸ばす}} and put it back in my mouth. Good save. We’re back on track and I’m...chewing someone else’s gum. This is not my gum. Oh my God! Oh my God! And now you’re choking."
Friends Season 1,7,4,a save,n.,42 save.mp3,ゴールを守ること(サッカー）,"Chandler: Okay, okay, it’s okay. All I need to do is reach over and put it back in my mouth. Good {{c1::save::ゴールを守ること(サッカー）}}. We’re back on track and I’m...chewing someone else’s gum. This is not my gum. Oh my God! Oh my God! And now you’re choking."
Friends Season 1,7,4,back on track,expr.,43 back on track.mp3,再び軌道に乗って,"Chandler: Okay, okay, it’s okay. All I need to do is reach over and put it back in my mouth. Good save. We’re {{c1::back on track::再び軌道に乗って}} and I’m...chewing someone else’s gum. This is not my gum. Oh my God! Oh my God! And now you’re choking."
Friends Season 1,7,4,to choke,v.,44 choking.mp3,喉につまらせる,"Chandler: Okay, okay, it’s okay. All I need to do is reach over and put it back in my mouth. Good save. We’re back on track and I’m...chewing someone else’s gum. This is not my gum. Oh my God! Oh my God! And now you’re {{c1::choking::喉につまらせている}}."
Friends Season 1,7,5,classic,adj.,45 classic.mp3,傑作だ,"Ross: That, that’s {{c1::classic::傑作だ}}."
Friends Season 1,7,5,a moped,n.,46 mopeds.mp3,原付バイク,"Phoebe: Now, did you rent {{c1::mopeds::原付バイク}}? ‘Cause I’ve heard—Oh, it’s not about that right now. Okay..."
Friends Season 1,7,5,superficial,adj.,47 superficial.mp3,うわべだけの,"Rachel: Oh God. You know, I know it’s totally {{c1::superficial::うわべだけの}}, and we have nothing in common and we don’t even speak the same language. But, God!"
Friends Season 1,7,5,to have nothing in common,p.v.,48 have nothing in common.mp3,共通点がない,"Rachel: Oh God. You know, I know it’s totally superficial, and we {{c1::have nothing in common::共通点がない}} and we don’t even speak the same language. But, God!"
Friends Season 1,7,5,to be a thing (relationship),p.v.,49 a thing.mp3,恋愛関係にある,"Ross: Listen. Um, listen. Uh, something you should, should know. Ah, Rachel and I are, we’re kind of a, kind of {{c1::a thing::恋愛関係にある}}."
Friends Season 1,7,5,technically,adj.,50 technically.mp3,厳密に言えば,"Ross: No. No, no. Uh, {{c1::technically::厳密に言えば}}, the the sex is not being had. But that’s, see that’s not the point."
Friends Season 1,7,5,to whip,v.,51 whip.mp3,むち打つようにサッと投げる,"Jill: Okay, now try it. No, you gotta {{c1::whip::むち打つようにサッと投げる}} it."
Friends Season 1,7,5,spooky,adj.,52 spooky.mp3,不気味な,"Ross: Kind of {{c1::spooky::不気味な}} without any lights. Mwah hah hahahaha. Okay, guys. I have the definitive one. Mwah HAH HAH—."
Friends Season 1,7,5,to save (someone's life),v.,53 saving my life.mp3,命を救う,"--Jill: Well, this has been fun. --Chandler: Yes. Yes, thanks for uh... letting me use your phone. And for {{c1::saving::命を救ってくれたこと}} my {{c1::life::}}."
Friends Season 1,7,5,an account,n.,54 account.mp3,口座,"Chandler: Hi. Um, I’m {{c1::account::口座}} number 7143457. And I don’t know if you got any of that, but I would really like a copy of the tape."
Friends Season 1,8,1,dehydrated,adj.,1 dehydrated.mp3,乾燥した,Chandler: {{c1::Dehydrated::乾燥した}} Japanese noodles under fluorescent lights. Does it get better than this?
Friends Season 1,8,1,fluorescent lights,n.,2 fluorescent lights.mp3,蛍光灯,Chandler: Dehydrated Japanese noodles under {{c1::fluorescent lights::蛍光灯}}. Does it get better than this?
Friends Season 1,8,1,co-dependent,adj.,3 codependent.mp3,依存症の,"Chandler: Uh, you see, perfect might be a problem. Had you said {{c1::co-dependent::依存症の}} or self-destructive."
Friends Season 1,8,1,self-destructive,adj.,4 self destructive.mp3,自傷行為をする,"Chandler: Uh, you see, perfect might be a problem. Had you said co-dependent or {{c1::self-destructive::自傷行為をする}}."
Friends Season 1,8,1,to flush (something) down the toilet,p.v.,5 flush myself down the toilet.mp3,トイレに流す,"Shelly: Well, yeah. Oh God! I just. Good, Shelly. Okay. I’m just gonna go {{c1::flush::トイレに流す}} myself {{c1::down::}} the toilet now. Okay. Bye bye."
Friends Season 1,8,1,fascinating,adj.,6 fascinating.mp3,素晴らしい,"Chandler: Well, this is {{c1::fascinating::素晴らしい}}. So uh, what is it about me?"
Friends Season 1,8,1,a quality,n.,7 a quality.mp3,資質,"--Monica: Okay. I, I don’t know. You just... You have {{c1::a quality::資質}}. --All: Yes. Exactly. {{c1::A quality::資質}}."
Friends Season 1,8,1,to be vague about,p.v.,8 be vague about.mp3,不明瞭な,"Chandler: Oh, oh, a quality. Good. Because I was worried you were gonna {{c1::be vague about::不明瞭な}} this."
Friends Season 1,8,1,a matter of hours,expr.,9 a matter of hours.mp3,数時間で,Lady: The doctor says it’s {{c1::a matter of hours::数時間で}}.
Friends Season 1,8,1,to cover (a topic),v.,10 cover.mp3,話題を取り扱う,"Ross: Okay, relax. Relax, okay? We, we’re gonna be here for a while, it looks like. And we still have boyfriends and your career to {{c1::cover::話題を取り扱う}}."
Friends Season 1,8,2,fuzzy,adj.,11 fuzzy.mp3,毛羽立った,Monica: The {{c1::fuzzy::毛羽立った}} little mints at the bottom of her purse.
Friends Season 1,8,2,to look into (a matter),p.v.,12 looking into looking into it.mp3,調査する,--Lady: She may have died? --Jack: We’re {{c1::looking into::調査している}} it.
Friends Season 1,8,2,to pass (away),v.,13 passed passed away.mp3,亡くなる,"Ross: You know, how the nurse said that, that Nana had {{c1::passed::亡くなった}}? Well, she’s not quite."
Friends Season 1,8,2,homosexual,adj.,14 homosexual.mp3,同性愛の,"--Rachel: Yes, Chandler. That’s exactly what it is. It’s your hair. --Phoebe: Yeah, you have {{c1::homosexual::同性愛の}} hair."
Friends Season 1,8,2,a casket,n.,15 casket.mp3,棺,Ross: I thought it was gonna be a closed {{c1::casket::棺}}.
Friends Season 1,8,2,a retainer,n.,16 retainer.mp3,矯正の固定装置,Ross: I don’t see why not. Ahh! Here’s my {{c1::retainer::矯正の固定装置}}.
Friends Season 1,8,2,when (someone's) time comes,expr.,17 when my time comes.mp3,自分の死ぬ時が来たら,"Jack: I was just thinking, {{c1::when::自分の死ぬ時が来たら}} my {{c1::time comes::}}..."
Friends Season 1,8,2,to make a day of ,p.v.,18 make a day of.mp3,１日を過ごす,"Jack: Come on. You’ll {{c1::make a day of::１日を過ごす}} it. You’ll get a boat, pack a lunch."
Friends Season 1,8,2,to pack a lunch,p.v.,19 pack a lunch.mp3,お弁当を詰める,"Jack: Come on. You’ll make a day of it. You’ll get a boat, {{c1::pack a lunch::お弁当を作る}}."
Friends Season 1,8,2,predictable,adj.,20 predictable.mp3,ありきたりな,"Jack: Everyone thinks they know me. Everyone says, “Jack Geller, so {{c1::predictable::ありきたりな}}.” Maybe after I’m gone, they’ll say, “Buried at sea? Huh.”"
Friends Season 1,8,3,gorgeous (as a way to call someone),expr.,21 gorgeous.mp3,べっぴんさん,"--Chandler: Hey, {{c1::gorgeous::べっぴんさん}}. --Coworker: Hey. Look, I’m sorry about yesterday, I..."
Friends Season 1,8,3,Phew!,excl.,22 phew.mp3,ふう（安堵の吐息）,Shelly: Oh okay. {{c1::Phew::ふう（安堵の吐息）}}!
Friends Season 1,8,3,(that's/it's) a shame,expr.,23 a shame.mp3,残念だ,"Shelly: Well, this is {{c1::a shame::残念だ}} because you and Lowell could’ve made a great couple."
Friends Season 1,8,3,to set (someone) up with,p.v.,24 set me up with.mp3,引き合わせる,"Chandler: No—Not, I don’t know. The point is, if you were gonna {{c1::set::引き合わせる}} me {{c1::up with::}} someone, I’d like to think you’d set me up with somebody like him."
Friends Season 1,8,3,out of (someone's) league,expr.,25 out of your league.mp3,高嶺の花,"Colleague: Well, I think Brian’s a little {{c1::out of::高嶺の花}} your {{c1::league::}}."
Friends Season 1,8,3,pantsuit,n.,26 pantsuit.mp3,女性用のスーツ,Ross: I’ve shown you every dress we have. Unless you want your mother to spend eternity in a lemon-yellow {{c1::pantsuit::女性用のスーツ}} go with the burgundy.
Friends Season 1,8,3,burgundy,adj.,27 burgundy.mp3,ワインレッド,Ross: I’ve shown you every dress we have. Unless you want your mother to spend eternity in a lemon-yellow pantsuit go with the {{c1::burgundy::ワインレッド}}.
Friends Season 1,8,3,to wear (someone's) hair up (or down),p.v.,28 wear my hair up.mp3,髪をアップにする,Monica: So Mom already called this morning to remind me not to {{c1::wear::髪をアップにする}} my {{c1::hair up::}}. Did you know my ears were not my best feature?
Friends Season 1,8,3,to find one's bearings,p.v.,29 find my bearings.mp3,自分の現在位置を知る,"--Phoebe: Hi, I’m sorry I’m late. I couldn’t {{c1::find::自分の現在位置を知る}} my {{c1::bearings::}}. --Rachel: Oh. You, you mean your earrings? --Phoebe: What did I say?"
Friends Season 1,8,3,all dressed up,adj.,30 all dressed up.mp3,ドレスアップする,"Chandler: Well, don’t we look nice {{c1::all dressed up::ドレスアップする}}? ...It’s stuff like that, isn’t it?"
Friends Season 1,8,4,a service,n.,31 service.mp3,宗教的な儀式,Monica: It was a really beautiful {{c1::service::宗教的な儀式}}.
Friends Season 1,8,4,overcoat,n.,32 overcoat.mp3,オーバーコート,Chandler: Nothing. Nothing. Just your {{c1::overcoat::オーバーコート}} sounds remarkably like Brent Musburger.
Friends Season 1,8,4,remarkably,adv.,33 remarkably.mp3,際立って,Chandler: Nothing. Nothing. Just your overcoat sounds {{c1::remarkably::際立って}} like Brent Musburger.
Friends Season 1,8,4,a funeral,n.,34 a funeral.mp3,葬式,Chandler: You’re watching a football game at {{c1::a funeral::葬式}}?
Friends Season 1,8,4,the pregame,n.,35 the pregame.mp3,試合前の様子,Joey: No. It’s {{c1::the pregame::試合前の様子}}. I’m gonna watch it at the reception.
Friends Season 1,8,4,a reception,n.,36 the reception.mp3,宴,Joey: No. It’s the pregame. I’m gonna watch it at {{c1::the reception::葬式の食事の席}}.
Friends Season 1,8,4,(to be) ruined,adj.,37 ruined.mp3,台無しになった,"--Rachel: Oh, no! My new Paolo shoes. --Ross: Ah. I hope they’re not {{c1::ruined::台無しになった}}."
Friends Season 1,8,4,...-wise,expr.,38 wise weatherwise.mp3,〜に関して,Phoebe: God. What a great day. What? Weather-{{c1::wise::〜に関して}}.
Friends Season 1,8,4,to have (something) realized,expr.,39 having my worst fear realized.mp3,実現する,"Ross: I’m fine. No, I’m fine. I’m just... just {{c1::having::実現している::}} my worst fear {{c1::realized::}}, but..."
Friends Season 1,8,4,in spasm,expr.,40 in spasm.mp3,痙攣,"Phoebe: Okay, don’t worry. I’m just checking to see if the muscle is {{c1::in spasm::痙攣}}."
Friends Season 1,8,4,a belt loop,n.,41 a belt loop.mp3,ベルトの穴,Phoebe: You missed {{c1::a belt loop::ベルトの穴}}.
Friends Season 1,8,4,an accident,n.,42 accident.mp3,事故,Judy: Here sweetie. Here. I took these when I had my golfing {{c1::accident::事故}}.
Friends Season 1,8,4,a hearing disability,n.,43 a hearing disability.mp3,聴覚障害,"Joey: Ah, just uh, {{c1::a hearing disability::聴覚障害}}."
Friends Season 1,8,5,to hand,v.,44 hand.mp3,手渡す,Rachel: Pheebs. Could you maybe {{c1::hand::手渡す}} me a cracker?
Friends Season 1,8,5,to be critical of,p.v.,45 critical of.mp3,批判的である,Judy: Do you know what it’s like to grow up with someone who is {{c1::critical of::批判的である}} every single thing you say?
Friends Season 1,8,5,positive (person),adj.,46 positive.mp3,前向きな,"Judy: I tell you. It’s a wonder your mother turned out to be the {{c1::positive::前向きな}}, life-affirming person she is."
Friends Season 1,8,5,life-affirming,adj.,47 life affirming.mp3,人生を肯定している,"Judy: I tell you. It’s a wonder your mother turned out to be the positive, {{c1::life-affirming::人生を肯定している}} person she is."
Friends Season 1,8,5,unsaid,adj.,48 unsaid.mp3,言わないまま,"Judy: No. I think some things are better left {{c1::unsaid::言わないまま}}. I think it’s nicer when people just get along. More wine, dear?"
Friends Season 1,8,5,depressed,adj.,49 depressed.mp3,落ち込んだ,Jack: Now I’m {{c1::depressed::落ち込んだ}}! ...Even more than I was.
Friends Season 1,8,5,grown-ups,n.,50 grownups.mp3,大人,"--Rachel: Aw, look at the little thing. --Ross: Yes. Yes, fine. That is my penis. Can we be {{c1::grown-ups::大人}} now?"
Friends Season 1,8,5,(You) Got me.,expr.,51 got me.mp3,まいったな,--Chandler: Who are those people? --Ross: {{c1::Got me::まいったな}}.
Friends Season 1,8,5,the gang,n.,52 the gang.mp3,遊び仲間,"Monica: Oh, that’s Nana right there in the middle. Yeah, let me see. “Me and {{c1::the gang::遊び仲間}} at Java Joe’s.”"
Friends Season 1,8,5,pretty much,expr.,53 pretty much.mp3,ほとんどそうである,--Chandler: So you can tell? --Lowell: {{c1::Pretty much::ほとんどそうである}}. Most of the time. We have a kind of radar.
Friends Season 1,9,1,an advance (on),n.,1  advance 100 dollar advance on.mp3,〜の前払金,"Rachel: Terry, I–I–I know that I haven’t worked here very long, but I was wondering... Do you think it would be possible if I got a $100 {{c1::advance::〜の前払金}} on my salary?"
Friends Season 1,9,1,a spill,n.,2 spill.mp3,こぼすこと,"Rachel: Okay, okay, that’s fine. Fine. I, hey. Sorry about that {{c1::spill::こぼすこと}} before. Only $98.50 to go."
Friends Season 1,9,1,(quantity/number) to go,expr.,3 ninety eight fifty to go.mp3,あと〜,"Rachel: Okay, okay, that’s fine. Fine. I, hey. Sorry about that spill before. Only $98.50 {{c1::to go::あと〜}}."
Friends Season 1,9,1,a cry for help,expr.,4 a cry for help.mp3,助けを求める行動,Chandler: And this from the {{c1::cry-for-help::助けを求める行動}} department. Are you wearing makeup?
Friends Season 1,9,1,department,n.,5 department.mp3,部署,Chandler: And this from the cry-for-help {{c1::department::部署}}. Are you wearing makeup?
Friends Season 1,9,1,to model,v.,6 modeling.mp3,モデルをする,Phoebe: What were you {{c1::modeling::モデルをしていた}} for?
Friends Season 1,9,1,asthma,n.,7 asthma.mp3,喘息,"Phoebe: You know, the {{c1::asthma::喘息}} guy’s really cute."
Friends Season 1,9,1,I (I'll) tell you what...,expr.,8 i tell you what ill tell you what.mp3,そうだこうしよう,"Monica: Okay, {{c1::I tell you what::そうだこうしよう}}. How about if I cook dinner at my place? I’ll make it just like Mom’s."
Friends Season 1,9,1,lunar,n.,9 lunar.mp3,太陰暦の,"Phoebe: Yeah. And, and her boyfriend. But we’re celebrating thanksgiving in December because he’s {{c1::lunar::太陰暦の}}."
Friends Season 1,9,1,ex-wife,n.,10 ex wife.mp3,元妻,"--Phoebe: Ooh, Ooh, why don’t we invite her? --Ross: Ooh, ooh, because she’s my {{c1::ex-wife::元妻}} and will probably want to bring her ooh, ooh, lesbian life-partner."
Friends Season 1,9,1,life-partner,n.,11 life partner.mp3,人生の伴侶,"--Phoebe: Ooh, Ooh, why don’t we invite her? --Ross: Ooh, ooh, because she’s my ex-wife and will probably want to bring her ooh, ooh, lesbian {{c1::life-partner::人生の伴侶}}."
Friends Season 1,9,2,faculty,n.,12 faculty.mp3,教員,"Susan: No, she’s at a {{c1::faculty::教員}} meeting."
Friends Season 1,9,2,a skull,n.,13 skull.mp3,頭蓋骨,"Ross: Oh. I uh, I just came by to pick up my {{c1::skull::頭蓋骨}}. Well, not mine, but."
